Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mini-velvet-dark-blue-rare-buce,Mini Velvet Dark Blue- Rare Buce,"<div class=""tab-pane active"" id=""pro-dec"" role=""tabpanel"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Common Name: Bucephalandra Mini Velvet Dark Blue<br></p>
<p data-mce-fragment=""1"">Buce Mini Velvet Dark Blue is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Notes:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Portion Size: Around 4-5 Leaves for each cutting</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>
</div>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,28.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/bucep_sp_mini_velvet_melawi_1537773193_e98e87b1_progressive.jpg?v=1640242227,1,"",false,,,,,,,,,,,,,,,,kg,,10.00,active
anubias-gold,Anubias Gold,"<p>You will get 1 very nice cutting of Anubias Nana 'Golden'. (portion: a cutting with min 4-6 leaves), bigger portion is available on request, at hello@quaticswandesign.com.au <br></p>
<p><br data-mce-fragment=""1""> Photo are not the actual plants you will receive, but a sample representation.</p>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/616e849fc7a58_498626b.jpg?v=1640231627,1,"",false,,,,,,,,,,,,,,,,kg,,20.00,active
anubias-marble-rare-submerged,Anubias Marble RARE - SUBMERSED,"<p data-mce-fragment=""1"">Portion: one cutting with 3-4 leaves, submersed grown.</p>
<p data-mce-fragment=""1"">Anubіаѕ nаnа variegated or marble (a.k.a. white marbled Anubias) іѕ a сultіvаr оf anubіаѕ nаnа. Thе striking mаrblеd еffесt comes from a trаѕроѕоn ― a microscopic ріесе of plant matter that jumрs in and оut оf DNA strands. If іt jumрѕ into ѕtrаndѕ that mаkе сhlоrорhуll оr ріgmеnt, іt prevents thе gеnе frоm bеіng еxрrеѕѕеd, creating beautiful leaves of different hues.</p>
<p data-mce-fragment=""1"">Anubias nana marble is a favorite of aquascapers who want a scenic “rainforest feel” for their aquarium. The plant does well іn unheated, indoor аԛuаrіumѕ fоr tropical fish, соld wаtеr fish, аnd even Afrісаn cichlids. It also thrives іn emersion and ѕubmеrѕion, easily attaching tо wood or stone to create a highly organic look.</p>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,129.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/93302009_2768938646507971_945371290246578176_n.jpg?v=1640230953,1,"",false,,,,,,,,,,,,,,,,kg,,80.00,active
hair-grass,Hair Grass,"<p>This Dwarf Hairgrass Aquarium Plant is a beauty.  This particular form of the plant is new, but it’s usually sold very well (submerged).  This plant has been known to be a great value amongst our customers due to the price and quality.  It’s a top seller.  This plant is also commonly referred to as Eleocharis Acicularis. Matted Form is a rooted clump about 3″x5″ or in a large mat of 12″x12″.  This is a short dwarf variety for foreground cover, typically about 2 to 4″ in height.</p>
<p>Portion: as second picture.</p>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,11.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Hairgrass-Dwarf-Mat-Eleocharis-acicularis.jpg?v=1640227933,1,"",false,,,,,,,,,,,,,,,,kg,,5.00,active
hair-grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l1600_d6299ecd-388d-4b89-a8e5-e39dc86ff7af.jpg?v=1640227933,2,"",,,,,,,,,,,,,,,,,,,,
monte-carlo-micranthemum-submerged-growth,Monte Carlo - Micranthemum - SUBMERGED Growth.,"<p data-mce-fragment=""1"">Common Name: Monte Carlo</p>
<p data-mce-fragment=""1"">Portion: 5x5cm</p>
<p data-mce-fragment=""1"">Micranthemum</p>
<p data-mce-fragment=""1"">Micranthemum ‘Monte Carlo” is a low growing aquatic plant that originates from New Zealand.  It is a perfect foreground plant that if given sufficient lighting and nutrients can grow into a thick carpet of green foliage.  The leaves are small and round with a beautiful bright green colouration that can nicely offset any neutral-toned substrate.  This plant is very similar to Hemianthus callitrichoides (HC/Dwarf Baby Tears) but the leaves are larger and in our experience, it's easier to grow.  When hobbyist are having trouble growing HC, we recommend giving Monte Carlo a try.</p>
<p data-mce-fragment=""1"">High lighting and Co2 injection are necessary to keep this plant low growing.  Vertical growing thin stalks are an indication of lack of lighting while yellowing leaves can mean nutrition deficiency.  Thin leaves can also hint at a lack of Co2.  This plant can grow quickly and require regular trimming when kept under proper conditions. </p>
<p data-mce-fragment=""1"">This plant can grow submerged or emersed in dry start aquariums and Wabi Kusa.  Because this plant is small with tiny roots, it can prove difficult to keep planted into the substrate.  In this case, a dry start can help by allowing time for the roots to anchor into the substrate before flooding the tank.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><img src=""https://tropica.com/imagegen.ashx?width=300&amp;image=/Plants/025%20TC/1.JPG&amp;crop=resize&amp;class=product"" data-mce-fragment=""1"" data-mce-src=""https://tropica.com/imagegen.ashx?width=300&amp;image=/Plants/025%20TC/1.JPG&amp;crop=resize&amp;class=product""></span></p>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,11.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/MicranthemumTweediei_1024x1024_e524a649-2069-46ac-85ec-a2cd9819e052.jpg?v=1640227175,1,"",false,,,,,,,,,,,,,,,,kg,,5.00,active
hygrophila-lancea,Hygrophila Lancea-SUBMERGED,"<br data-mce-fragment=""1"">
<div class=""product-description-container rte"" data-mce-fragment=""1"" itemprop=""description"">
<p data-mce-fragment=""1""><span style=""font-family: verdana, geneva; font-size: medium;"" data-mce-fragment=""1"" data-mce-style=""font-family: verdana, geneva; font-size: medium;"">Hygrophila lancea has a natural low stature making an ideal foreground or midground plant. Unlike other Hygrophila species, this lancea grows at a moderate pace therefore it is easy to maintain. This plant has dark red to brown slender leaves with a light coloured central vein. Hygrophila lancea branches easily and regular trimming will encourage bushy growth. </span></p>
<p data-mce-fragment=""1""><span style=""font-family: verdana, geneva; font-size: medium;"" data-mce-fragment=""1"" data-mce-style=""font-family: verdana, geneva; font-size: medium;"">Portion: 3-5 leaves per cutting, price per cutting. <br></span></p>
</div>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,12.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/1616413023-1.jpg?v=1640224516,1,"",false,,,,,,,,,,,,,,,,kg,,9.00,active
aponogeton-madagascariensis,Aponogeton Madagascariensis (Narrow leaf),"<h2 data-mce-fragment=""1"">Aponogeton Madagascariensis fact sheet</h2>
<p data-mce-fragment=""1"">• <strong data-mce-fragment=""1"">Difficulty</strong>: Average<br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">Family</strong>: Aponogetonaceae<br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">Gender</strong>: Aponogeton<br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">From</strong>: Madagascar<br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">Lighting</strong>: Average<br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">Temperature</strong>: 20 - 24 ° C<br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">Growth</strong>: Quick<br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">PH</strong>: 4<span class="""" data-mce-fragment=""1"">.5 - 6.5</span><br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">Hardness</strong>: <span class=""goog-text-highlight"" data-mce-fragment=""1"">2-12</span><br data-mce-fragment=""1""> • <strong data-mce-fragment=""1"">Co2</strong>: Optional</p>
<h3 data-mce-fragment=""1"">Characteristics of Aponogeton Madagascariensis</h3>
<p class=""gt-block"" data-mce-fragment=""1"">While the related species have a regular reticular structure, here they are irregular, giving rise to an interesting appearance, like A. madagascarensis, this aquatic plant is also native to Madagascar. TO <strong data-mce-fragment=""1"">temperatures</strong> permanent of <strong data-mce-fragment=""1"">20º to max. 24 ° C</strong> plants emerge even without dormancy.</p>
<p data-mce-fragment=""1"">For healthy growth, a nutrient-rich substrate is required, so the supply of nutrients and iron over the water must also be ensured by regular fertilization. Good lighting thanks to Aponogeton madagascariensis with a compact wax.</p>
<p class=""gt-block"" data-mce-fragment=""1"">The elongated tubers of Aponogeton madagascariensis should be placed in a part of the soil. Plants already rooted in the area facilitate their own root formation. These should prefer semi-shady to shady places, such as Aponogeton madagascariensis with the formation of 1-2 leaves<strong data-mce-fragment=""1""> grows rapidly</strong> about it monthly. The wide, round and oval leaves can reach 20-50 cm long and other plants quickly take light. With a total height of 50 cm, care is only recommended in sufficiently large aquariums.</p>
<p data-mce-fragment=""1"">Adjust environmental conditions, the natural resting phase of Aponogeton madagascariensis. New leaves are then constantly being formed over several years. Often blooms in the aquarium. The white to yellow inflorescence sits on a stable stem and develops encapsulated fruits, the seeds of which first float to the surface of the water and then sink into the ground where they can take root. In well-bred rhizomes, propagation is also possible by dividing the rhizome, but the tubers should not be damaged.</p>
<p class=""gt-block"" data-mce-fragment=""1"">Aponogeton madagascariensis, in addition to the nutrient-rich substrate, <strong data-mce-fragment=""1"">soft water</strong> and colder and regular water changes. The <strong data-mce-fragment=""1"">temperatures</strong> are ideally in the range of <strong data-mce-fragment=""1"">18º - 24 ° C</strong>. Warmer water has lower growth height and smaller leaves, but 25 ° C should not be permanently exceeded. The <strong data-mce-fragment=""1"">hardness of water</strong> can be between <strong data-mce-fragment=""1"">2 - 12 ° KH</strong>, the pH value in the range of <strong data-mce-fragment=""1"">4.5-6.5</strong> it would be ideal. Aponogeton henkelianus, the large-leaved or even narrow-leaved lattice-leaf plant, is a grateful grower if you pay attention to it through frequent water changes and provide it with gentle, vigorous-moving water. In flatter aquariums, the relatively large leaves of this plant are found on the surface of the water and take too much light from the aquarium plants in the lower areas.</p>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Plants,"",true,Size,Xlarge,,,,,,,,"",0.0,shopify,deny,manual,160.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_2742.jpg?v=1640223117,1,"",false,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/files/Untitled-design-2023-11-06T082217197.jpg?v=1712449994,kg,,80.00,active
aponogeton-madagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/files/32.jpg?v=1702434064,2,"",,,,,,,,,,,,,,,,,,,,
aponogeton-madagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/files/images-_1.jpg?v=1702434065,3,"",,,,,,,,,,,,,,,,,,,,
aponogeton-madagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/files/20240402-125509.jpg?v=1712355449,4,"",,,,,,,,,,,,,,,,,,,,
aponogeton-madagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/files/20240402-125456.jpg?v=1712355449,5,"",,,,,,,,,,,,,,,,,,,,
aponogeton-madagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/files/20240402-125442.jpg?v=1712355449,6,"",,,,,,,,,,,,,,,,,,,,
aponogeton-madagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/files/Untitled-design-2023-11-06T082217197.jpg?v=1712449994,7,"",,,,,,,,,,,,,,,,,,,,
large-red-ozelot-sword,Large Red Ozelot Sword,"<h3 data-mce-fragment=""1"">Red Ozelot Sword is a fantastic beginner plant for those just getting into plants. Red Ozelot Sword grows at a decent pace, and it doesn't require any special lighting conditions. Of course, in higher light, the colors will really come out. However, even under low light, it will maintain some of its colorations.</h3>
<h3 data-mce-fragment=""1"">Just like other Swords, Red Ozelot Sword will do well in either a nutrient rich substrate or the use of root tabs to give it some nutrients at its roots.</h3>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Scientific Name: </strong>Echinodorus 'Ozelot' Red</h4>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Sold As: </strong>Individual rooted plants</h4>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Care Level:</strong> Easy</h4>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Lighting Requirement:</strong> Low</h4>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Co2: </strong>Not Needed</h4>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Growth Rate:</strong> Medium</h4>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Origin:</strong> North America</h4>
<h4 data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Tank Placement:</strong> Midground-Background</h4>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Plants,"",true,Title,Default Title,,,,,,,,'2,0.0,shopify,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/1.jpg?v=1640222131,1,"",false,,,,,,,,,,,,,,,,kg,,30.00,active
large-red-ozelot-sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/73f60_1024x1024_43c64c0e-d173-4b97-afd2-3ac2019494db.jpg?v=1640222131,2,"",,,,,,,,,,,,,,,,,,,,
microsorum-pteropus-trident-java-fern,Microsorum Pteropus 'Trident' Java Fern,"<div class=""product-description-container rte"" data-mce-fragment=""1"" itemprop=""description"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-family: Verdana; font-size: medium;"" data-mce-fragment=""1"" data-mce-style=""font-family: Verdana; font-size: medium;"">Microsorum pteropus or Java fern is a popular aquatic plant hailing from Southeast Asia.  It is undemanding and can easily grow in low-lit aquariums as well as under strong lighting. Due to its easy nature, Java fern is highly recommended for beginners.  Fish that may otherwise devour plants will most likely stay away from Java fern as it has a repulsive taste. </span></p>
<p data-mce-fragment=""1""><span style=""font-family: Verdana; font-size: medium;"" data-mce-fragment=""1"" data-mce-style=""font-family: Verdana; font-size: medium;"">Java fern does best when attached onto rocks or driftwood where it will bind itself onto the surface.  It can be planted in the substrate but ensure that the rhizome (the hard bit between the leaf and the roots) is not buried as it will rot away.</span></p>
<p data-mce-fragment=""1""><span style=""font-family: Verdana; font-size: medium;"" data-mce-fragment=""1"" data-mce-style=""font-family: Verdana; font-size: medium;""><span data-mce-fragment=""1"">Trident Java fern is a rare variety. It features forked shaped leaves that resemble a trident hence its name. </span><span data-mce-fragment=""1"">It can create a stunning centre piece when placed in between rocks and driftwood</span></span></p>
</div>
<div data-mce-fragment=""1""><span style=""font-family: Verdana; font-size: medium;"" data-mce-fragment=""1"" data-mce-style=""font-family: Verdana; font-size: medium;""><strong>Portion</strong> similar to the third image. <br></span></div>
</div>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies > Fish & Aquatic Supplies > Aquariums,Product_Plants,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,19.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/71sCGjB2wLL._AC_SL1000.jpg?v=1635803294,1,"",false,,,,,,,,,,,,,,,,kg,,10.00,active
